species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	Rv0797	CCP43545	CCP43545	AL123456	CCP43545
Mycobacterium_tuberculosis_h37rv	83332	Rv0798c	CCP43546	CCP43546	AL123456	CCP43546
Mycobacterium_tuberculosis_h37rv	83332	Rv0799c	CCP43547	CCP43547	AL123456	CCP43547
Mycobacterium_tuberculosis_h37rv	83332	Rv0800	CCP43548	CCP43548	AL123456	CCP43548
Mycobacterium_tuberculosis_h37rv	83332	Rv0801	CCP43549	CCP43549	AL123456	CCP43549
Mycobacterium_tuberculosis_h37rv	83332	Rv0802c	CCP43550	CCP43550	AL123456	CCP43550
Mycobacterium_tuberculosis_h37rv	83332	Rv0803	CCP43551	CCP43551	AL123456	CCP43551
Mycobacterium_tuberculosis_h37rv	83332	Rv0804	CCP43552	CCP43552	AL123456	CCP43552
Mycobacterium_tuberculosis_h37rv	83332	Rv0805	CCP43553	CCP43553	AL123456	CCP43553
Mycobacterium_tuberculosis_h37rv	83332	Rv0806c	CCP43554	CCP43554	AL123456	CCP43554
Mycobacterium_tuberculosis_h37rv	83332	Rv0807	CCP43555	CCP43555	AL123456	CCP43555
Mycobacterium_tuberculosis_h37rv	83332	Rv0808	CCP43556	CCP43556	AL123456	CCP43556
Mycobacterium_tuberculosis_h37rv	83332	Rv0809	CCP43557	CCP43557	AL123456	CCP43557
Mycobacterium_tuberculosis_h37rv	83332	Rv0810c	CCP43558	CCP43558	AL123456	CCP43558
Mycobacterium_tuberculosis_h37rv	83332	Rv0811c	CCP43559	CCP43559	AL123456	CCP43559
Mycobacterium_tuberculosis_h37rv	83332	Rv0812	CCP43560	CCP43560	AL123456	CCP43560
Mycobacterium_tuberculosis_h37rv	83332	Rv0813c	CCP43561	CCP43561	AL123456	CCP43561
Mycobacterium_tuberculosis_h37rv	83332	Rv0814c	CCP43562	CCP43562	AL123456	CCP43562
Mycobacterium_tuberculosis_h37rv	83332	Rv0815c	CCP43563	CCP43563	AL123456	CCP43563
Mycobacterium_tuberculosis_h37rv	83332	Rv0816c	CCP43564	CCP43564	AL123456	CCP43564
Mycobacterium_tuberculosis_h37rv	83332	Rv0817c	CCP43565	CCP43565	AL123456	CCP43565
Mycobacterium_tuberculosis_h37rv	83332	Rv0818	CCP43566	CCP43566	AL123456	CCP43566
Mycobacterium_tuberculosis_h37rv	83332	Rv0819	CCP43567	CCP43567	AL123456	CCP43567
Mycobacterium_tuberculosis_h37rv	83332	Rv0820	CCP43568	CCP43568	AL123456	CCP43568
Mycobacterium_tuberculosis_h37rv	83332	Rv0821c	CCP43569	CCP43569	AL123456	CCP43569
Mycobacterium_tuberculosis_h37rv	83332	Rv0822c	CCP43570	CCP43570	AL123456	CCP43570
Mycobacterium_tuberculosis_h37rv	83332	Rv0823c	CCP43571	CCP43571	AL123456	CCP43571
Mycobacterium_tuberculosis_h37rv	83332	Rv0824c	CCP43572	CCP43572	AL123456	CCP43572
Mycobacterium_tuberculosis_h37rv	83332	Rv0825c	CCP43573	CCP43573	AL123456	CCP43573
Mycobacterium_tuberculosis_h37rv	83332	Rv0826	CCP43574	CCP43574	AL123456	CCP43574
Mycobacterium_tuberculosis_h37rv	83332	Rv0827c	CCP43575	CCP43575	AL123456	CCP43575
Mycobacterium_tuberculosis_h37rv	83332	Rv0828c	CCP43576	CCP43576	AL123456	CCP43576
Mycobacterium_tuberculosis_h37rv	83332	Rv0829	CCP43577	CCP43577	AL123456	CCP43577
Mycobacterium_tuberculosis_h37rv	83332	Rv0830	CCP43578	CCP43578	AL123456	CCP43578
Mycobacterium_tuberculosis_h37rv	83332	Rv0831c	CCP43579	CCP43579	AL123456	CCP43579
Mycobacterium_tuberculosis_h37rv	83332	Rv0832	CCP43580	CCP43580	AL123456	CCP43580
Mycobacterium_tuberculosis_h37rv	83332	Rv0833	CCP43581	CCP43581	AL123456	CCP43581
Mycobacterium_tuberculosis_h37rv	83332	Rv0834c	CCP43582	CCP43582	AL123456	CCP43582
Mycobacterium_tuberculosis_h37rv	83332	Rv0835	CCP43583	CCP43583	AL123456	CCP43583
Mycobacterium_tuberculosis_h37rv	83332	Rv0836c	CCP43584	CCP43584	AL123456	CCP43584
Mycobacterium_tuberculosis_h37rv	83332	Rv0837c	CCP43585	CCP43585	AL123456	CCP43585
Mycobacterium_tuberculosis_h37rv	83332	Rv0838	CCP43586	CCP43586	AL123456	CCP43586
Mycobacterium_tuberculosis_h37rv	83332	Rv0839	CCP43587	CCP43587	AL123456	CCP43587
Mycobacterium_tuberculosis_h37rv	83332	Rv0840c	CCP43588	CCP43588	AL123456	CCP43588
Mycobacterium_tuberculosis_h37rv	83332	Rv0841	CCP43589	CCP43589	AL123456	CCP43589
Mycobacterium_tuberculosis_h37rv	83332	Rv0842	CCP43590	CCP43590	AL123456	CCP43590
Mycobacterium_tuberculosis_h37rv	83332	Rv0843	CCP43591	CCP43591	AL123456	CCP43591
Mycobacterium_tuberculosis_h37rv	83332	Rv0844c	CCP43592	CCP43592	AL123456	CCP43592
Mycobacterium_tuberculosis_h37rv	83332	Rv0845	CCP43593	CCP43593	AL123456	CCP43593
Mycobacterium_tuberculosis_h37rv	83332	Rv0846c	CCP43594	CCP43594	AL123456	CCP43594
Mycobacterium_tuberculosis_h37rv	83332	Rv0847	CCP43595	CCP43595	AL123456	CCP43595
Mycobacterium_tuberculosis_h37rv	83332	Rv0848	CCP43596	CCP43596	AL123456	CCP43596
Mycobacterium_tuberculosis_h37rv	83332	Rv0849	CCP43597	CCP43597	AL123456	CCP43597
Mycobacterium_tuberculosis_h37rv	83332	Rv0850	CCP43598	CCP43598	AL123456	CCP43598
Mycobacterium_tuberculosis_h37rv	83332	Rv0851c	CCP43599	CCP43599	AL123456	CCP43599
Mycobacterium_tuberculosis_h37rv	83332	Rv0852	CCP43600	CCP43600	AL123456	CCP43600
Mycobacterium_tuberculosis_h37rv	83332	Rv0853c	CCP43601	CCP43601	AL123456	CCP43601
Mycobacterium_tuberculosis_h37rv	83332	Rv0854	CCP43602	CCP43602	AL123456	CCP43602
Mycobacterium_tuberculosis_h37rv	83332	Rv0855	CCP43603	CCP43603	AL123456	CCP43603
Mycobacterium_tuberculosis_h37rv	83332	Rv0856	CCP43604	CCP43604	AL123456	CCP43604
Mycobacterium_tuberculosis_h37rv	83332	Rv0857	CCP43605	CCP43605	AL123456	CCP43605
Mycobacterium_tuberculosis_h37rv	83332	Rv0858c	CCP43606	CCP43606	AL123456	CCP43606
Mycobacterium_tuberculosis_h37rv	83332	Rv0859	CCP43607	CCP43607	AL123456	CCP43607
Mycobacterium_tuberculosis_h37rv	83332	Rv0860	CCP43608	CCP43608	AL123456	CCP43608
Mycobacterium_tuberculosis_h37rv	83332	Rv0861c	CCP43609	CCP43609	AL123456	CCP43609
Mycobacterium_tuberculosis_h37rv	83332	Rv0862c	CCP43610	CCP43610	AL123456	CCP43610
Mycobacterium_tuberculosis_h37rv	83332	Rv0863	CCP43611	CCP43611	AL123456	CCP43611
Mycobacterium_tuberculosis_h37rv	83332	Rv0864	CCP43612	CCP43612	AL123456	CCP43612
Mycobacterium_tuberculosis_h37rv	83332	Rv0865	CCP43613	CCP43613	AL123456	CCP43613
Mycobacterium_tuberculosis_h37rv	83332	Rv0866	CCP43614	CCP43614	AL123456	CCP43614
Mycobacterium_tuberculosis_h37rv	83332	Rv0867c	CCP43615	CCP43615	AL123456	CCP43615
Mycobacterium_tuberculosis_h37rv	83332	Rv0868c	CCP43616	CCP43616	AL123456	CCP43616
Mycobacterium_tuberculosis_h37rv	83332	Rv0869c	CCP43617	CCP43617	AL123456	CCP43617
Mycobacterium_tuberculosis_h37rv	83332	Rv0870c	CCP43618	CCP43618	AL123456	CCP43618
Mycobacterium_tuberculosis_h37rv	83332	Rv0871	CCP43619	CCP43619	AL123456	CCP43619
Mycobacterium_tuberculosis_h37rv	83332	Rv0872c	CCP43620	CCP43620	AL123456	CCP43620
Mycobacterium_tuberculosis_h37rv	83332	Rv0873	CCP43621	CCP43621	AL123456	CCP43621
Mycobacterium_tuberculosis_h37rv	83332	Rv0874c	CCP43622	CCP43622	AL123456	CCP43622
Mycobacterium_tuberculosis_h37rv	83332	Rv0875c	CCP43623	CCP43623	AL123456	CCP43623
Mycobacterium_tuberculosis_h37rv	83332	Rv0876c	CCP43624	CCP43624	AL123456	CCP43624
Mycobacterium_tuberculosis_h37rv	83332	Rv0877	CCP43625	CCP43625	AL123456	CCP43625
Mycobacterium_tuberculosis_h37rv	83332	Rv0878c	CCP43626	CCP43626	AL123456	CCP43626
Mycobacterium_tuberculosis_h37rv	83332	Rv0879c	CCP43627	CCP43627	AL123456	CCP43627
Mycobacterium_tuberculosis_h37rv	83332	Rv0880	CCP43628	CCP43628	AL123456	CCP43628
Mycobacterium_tuberculosis_h37rv	83332	Rv0881	CCP43629	CCP43629	AL123456	CCP43629
Mycobacterium_tuberculosis_h37rv	83332	Rv0882	CCP43630	CCP43630	AL123456	CCP43630
Mycobacterium_tuberculosis_h37rv	83332	Rv0883c	CCP43631	CCP43631	AL123456	CCP43631
Mycobacterium_tuberculosis_h37rv	83332	Rv0884c	CCP43632	CCP43632	AL123456	CCP43632
Mycobacterium_tuberculosis_h37rv	83332	Rv0885	CCP43633	CCP43633	AL123456	CCP43633
Mycobacterium_tuberculosis_h37rv	83332	Rv0886	CCP43634	CCP43634	AL123456	CCP43634
Mycobacterium_tuberculosis_h37rv	83332	Rv0887c	CCP43635	CCP43635	AL123456	CCP43635
Mycobacterium_tuberculosis_h37rv	83332	Rv0888	CCP43636	CCP43636	AL123456	CCP43636
Mycobacterium_tuberculosis_h37rv	83332	Rv0889c	CCP43637	CCP43637	AL123456	CCP43637
Mycobacterium_tuberculosis_h37rv	83332	Rv0890c	CCP43638	CCP43638	AL123456	CCP43638
Mycobacterium_tuberculosis_h37rv	83332	Rv0891c	CCP43639	CCP43639	AL123456	CCP43639
Mycobacterium_tuberculosis_h37rv	83332	Rv0892	CCP43640	CCP43640	AL123456	CCP43640
Mycobacterium_tuberculosis_h37rv	83332	Rv0893c	CCP43641	CCP43641	AL123456	CCP43641
Mycobacterium_tuberculosis_h37rv	83332	Rv0894	CCP43642	CCP43642	AL123456	CCP43642
Mycobacterium_tuberculosis_h37rv	83332	Rv0895	CCP43643	CCP43643	AL123456	CCP43643
Mycobacterium_tuberculosis_h37rv	83332	Rv0896	CCP43644	CCP43644	AL123456	CCP43644
Mycobacterium_tuberculosis_h37rv	83332	Rv0897c	CCP43645	CCP43645	AL123456	CCP43645
Mycobacterium_tuberculosis_h37rv	83332	Rv0898c	CCP43646	CCP43646	AL123456	CCP43646
Mycobacterium_tuberculosis_h37rv	83332	Rv0899	CCP43647	CCP43647	AL123456	CCP43647
Mycobacterium_tuberculosis_h37rv	83332	Rv0900	CCP43648	CCP43648	AL123456	CCP43648
Mycobacterium_tuberculosis_h37rv	83332	Rv0901	CCP43649	CCP43649	AL123456	CCP43649
Mycobacterium_tuberculosis_h37rv	83332	Rv0902c	CCP43650	CCP43650	AL123456	CCP43650
Mycobacterium_tuberculosis_h37rv	83332	Rv0903c	CCP43651	CCP43651	AL123456	CCP43651
Mycobacterium_tuberculosis_h37rv	83332	Rv0904c	CCP43652	CCP43652	AL123456	CCP43652
Mycobacterium_tuberculosis_h37rv	83332	Rv0905	CCP43653	CCP43653	AL123456	CCP43653
Mycobacterium_tuberculosis_h37rv	83332	Rv0906	CCP43654	CCP43654	AL123456	CCP43654
Mycobacterium_tuberculosis_h37rv	83332	Rv0907	CCP43655	CCP43655	AL123456	CCP43655
Mycobacterium_tuberculosis_h37rv	83332	Rv0908	CCP43656	CCP43656	AL123456	CCP43656
Mycobacterium_tuberculosis_h37rv	83332	Rv0909	CCP43657	CCP43657	AL123456	CCP43657
Mycobacterium_tuberculosis_h37rv	83332	Rv0910	CCP43658	CCP43658	AL123456	CCP43658
Mycobacterium_tuberculosis_h37rv	83332	Rv0911	CCP43659	CCP43659	AL123456	CCP43659
Mycobacterium_tuberculosis_h37rv	83332	Rv0912	CCP43660	CCP43660	AL123456	CCP43660
Mycobacterium_tuberculosis_h37rv	83332	Rv0913c	CCP43661	CCP43661	AL123456	CCP43661
Mycobacterium_tuberculosis_h37rv	83332	Rv0914c	CCP43662	CCP43662	AL123456	CCP43662
Mycobacterium_tuberculosis_h37rv	83332	Rv0915c	CCP43663	CCP43663	AL123456	CCP43663
Mycobacterium_tuberculosis_h37rv	83332	Rv0916c	CCP43664	CCP43664	AL123456	CCP43664
Mycobacterium_tuberculosis_h37rv	83332	Rv0917	CCP43665	CCP43665	AL123456	CCP43665
Mycobacterium_tuberculosis_h37rv	83332	Rv0918	CCP43666	CCP43666	AL123456	CCP43666
Mycobacterium_tuberculosis_h37rv	83332	Rv0919	CCP43667	CCP43667	AL123456	CCP43667
Mycobacterium_tuberculosis_h37rv	83332	Rv0920c	CCP43668	CCP43668	AL123456	CCP43668
Mycobacterium_tuberculosis_h37rv	83332	Rv0921	CCP43669	CCP43669	AL123456	CCP43669
Mycobacterium_tuberculosis_h37rv	83332	Rv0922	CCP43670	CCP43670	AL123456	CCP43670
Mycobacterium_tuberculosis_h37rv	83332	Rv0923c	CCP43671	CCP43671	AL123456	CCP43671
Mycobacterium_tuberculosis_h37rv	83332	Rv0924c	CCP43672	CCP43672	AL123456	CCP43672
Mycobacterium_tuberculosis_h37rv	83332	Rv0925c	CCP43673	CCP43673	AL123456	CCP43673
Mycobacterium_tuberculosis_h37rv	83332	Rv0926c	CCP43674	CCP43674	AL123456	CCP43674
Mycobacterium_tuberculosis_h37rv	83332	Rv0927c	CCP43675	CCP43675	AL123456	CCP43675
Mycobacterium_tuberculosis_h37rv	83332	Rv0928	CCP43676	CCP43676	AL123456	CCP43676
Mycobacterium_tuberculosis_h37rv	83332	Rv0929	CCP43677	CCP43677	AL123456	CCP43677
Mycobacterium_tuberculosis_h37rv	83332	Rv0930	CCP43678	CCP43678	AL123456	CCP43678
Mycobacterium_tuberculosis_h37rv	83332	Rv0931c	CCP43679	CCP43679	AL123456	CCP43679
Mycobacterium_tuberculosis_h37rv	83332	Rv0932c	CCP43680	CCP43680	AL123456	CCP43680
Mycobacterium_tuberculosis_h37rv	83332	Rv0933	CCP43681	CCP43681	AL123456	CCP43681
Mycobacterium_tuberculosis_h37rv	83332	Rv0934	CCP43682	CCP43682	AL123456	CCP43682
Mycobacterium_tuberculosis_h37rv	83332	Rv0935	CCP43683	CCP43683	AL123456	CCP43683
Mycobacterium_tuberculosis_h37rv	83332	Rv0936	CCP43684	CCP43684	AL123456	CCP43684
Mycobacterium_tuberculosis_h37rv	83332	Rv0937c	CCP43685	CCP43685	AL123456	CCP43685
Mycobacterium_tuberculosis_h37rv	83332	Rv0938	CCP43686	CCP43686	AL123456	CCP43686
Mycobacterium_tuberculosis_h37rv	83332	Rv0939	CCP43687	CCP43687	AL123456	CCP43687
Mycobacterium_tuberculosis_h37rv	83332	Rv0940c	CCP43688	CCP43688	AL123456	CCP43688
Mycobacterium_tuberculosis_h37rv	83332	Rv0941c	CCP43689	CCP43689	AL123456	CCP43689
Mycobacterium_tuberculosis_h37rv	83332	Rv0942	CCP43690	CCP43690	AL123456	CCP43690
Mycobacterium_tuberculosis_h37rv	83332	Rv0943c	CCP43691	CCP43691	AL123456	CCP43691
Mycobacterium_tuberculosis_h37rv	83332	Rv0944	CCP43692	CCP43692	AL123456	CCP43692
Mycobacterium_tuberculosis_h37rv	83332	Rv0945	CCP43693	CCP43693	AL123456	CCP43693
Mycobacterium_tuberculosis_h37rv	83332	Rv0946c	CCP43694	CCP43694	AL123456	CCP43694
Mycobacterium_tuberculosis_h37rv	83332	Rv0947c	Rv0947c		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv0948c	CCP43696	CCP43696	AL123456	CCP43696
Mycobacterium_tuberculosis_h37rv	83332	Rv0949	CCP43697	CCP43697	AL123456	CCP43697
Mycobacterium_tuberculosis_h37rv	83332	Rv0950c	CCP43698	CCP43698	AL123456	CCP43698
Mycobacterium_tuberculosis_h37rv	83332	Rv0951	CCP43699	CCP43699	AL123456	CCP43699
Mycobacterium_tuberculosis_h37rv	83332	Rv0952	CCP43700	CCP43700	AL123456	CCP43700
Mycobacterium_tuberculosis_h37rv	83332	Rv0953c	CCP43701	CCP43701	AL123456	CCP43701
Mycobacterium_tuberculosis_h37rv	83332	Rv0954	CCP43702	CCP43702	AL123456	CCP43702
Mycobacterium_tuberculosis_h37rv	83332	Rv0955	CCP43703	CCP43703	AL123456	CCP43703
Mycobacterium_tuberculosis_h37rv	83332	Rv0956	CCP43704	CCP43704	AL123456	CCP43704
Mycobacterium_tuberculosis_h37rv	83332	Rv0957	CCP43705	CCP43705	AL123456	CCP43705
Mycobacterium_tuberculosis_h37rv	83332	Rv0958	CCP43706	CCP43706	AL123456	CCP43706
Mycobacterium_tuberculosis_h37rv	83332	Rv0959	CCP43707	CCP43707	AL123456	CCP43707
Mycobacterium_tuberculosis_h37rv	83332	Rv0959A	CCP43708	CCP43708	AL123456	CCP43708
Mycobacterium_tuberculosis_h37rv	83332	Rv0960	CCP43709	CCP43709	AL123456	CCP43709
Mycobacterium_tuberculosis_h37rv	83332	Rv0961	CCP43710	CCP43710	AL123456	CCP43710
Mycobacterium_tuberculosis_h37rv	83332	Rv0962c	CCP43711	CCP43711	AL123456	CCP43711
Mycobacterium_tuberculosis_h37rv	83332	Rv0963c	CCP43712	CCP43712	AL123456	CCP43712
Mycobacterium_tuberculosis_h37rv	83332	Rv0964c	CCP43713	CCP43713	AL123456	CCP43713
Mycobacterium_tuberculosis_h37rv	83332	Rv0965c	CCP43714	CCP43714	AL123456	CCP43714
Mycobacterium_tuberculosis_h37rv	83332	Rv0966c	CCP43715	CCP43715	AL123456	CCP43715
Mycobacterium_tuberculosis_h37rv	83332	Rv0967	CCP43716	CCP43716	AL123456	CCP43716
Mycobacterium_tuberculosis_h37rv	83332	Rv0968	CCP43717	CCP43717	AL123456	CCP43717
Mycobacterium_tuberculosis_h37rv	83332	Rv0969	CCP43718	CCP43718	AL123456	CCP43718
Mycobacterium_tuberculosis_h37rv	83332	Rv0970	CCP43719	CCP43719	AL123456	CCP43719
Mycobacterium_tuberculosis_h37rv	83332	Rv0971c	CCP43720	CCP43720	AL123456	CCP43720
Mycobacterium_tuberculosis_h37rv	83332	Rv0972c	CCP43721	CCP43721	AL123456	CCP43721
Mycobacterium_tuberculosis_h37rv	83332	Rv0973c	CCP43722	CCP43722	AL123456	CCP43722
Mycobacterium_tuberculosis_h37rv	83332	Rv0974c	CCP43723	CCP43723	AL123456	CCP43723
Mycobacterium_tuberculosis_h37rv	83332	Rv0975c	CCP43724	CCP43724	AL123456	CCP43724
Mycobacterium_tuberculosis_h37rv	83332	Rv0976c	CCP43725	CCP43725	AL123456	CCP43725
Mycobacterium_tuberculosis_h37rv	83332	Rv0977	CCP43726	CCP43726	AL123456	CCP43726
Mycobacterium_tuberculosis_h37rv	83332	Rv0978c	CCP43727	CCP43727	AL123456	CCP43727
Mycobacterium_tuberculosis_h37rv	83332	Rv0979A	CCP43729	CCP43729	AL123456	CCP43729
Mycobacterium_tuberculosis_h37rv	83332	Rv0979c	CCP43728	CCP43728	AL123456	CCP43728
Mycobacterium_tuberculosis_h37rv	83332	Rv0980c	CCP43730	CCP43730	AL123456	CCP43730
Mycobacterium_tuberculosis_h37rv	83332	Rv0981	CCP43731	CCP43731	AL123456	CCP43731
Mycobacterium_tuberculosis_h37rv	83332	Rv0982	CCP43732	CCP43732	AL123456	CCP43732
Mycobacterium_tuberculosis_h37rv	83332	Rv0983	CCP43733	CCP43733	AL123456	CCP43733
Mycobacterium_tuberculosis_h37rv	83332	Rv0984	CCP43734	CCP43734	AL123456	CCP43734
Mycobacterium_tuberculosis_h37rv	83332	Rv0985c	CCP43735	CCP43735	AL123456	CCP43735
Mycobacterium_tuberculosis_h37rv	83332	Rv0986	CCP43736	CCP43736	AL123456	CCP43736
Mycobacterium_tuberculosis_h37rv	83332	Rv0987	CCP43737	CCP43737	AL123456	CCP43737
Mycobacterium_tuberculosis_h37rv	83332	Rv0988	CCP43738	CCP43738	AL123456	CCP43738
Mycobacterium_tuberculosis_h37rv	83332	Rv0989c	CCP43739	CCP43739	AL123456	CCP43739
Mycobacterium_tuberculosis_h37rv	83332	Rv0990c	CCP43740	CCP43740	AL123456	CCP43740
Mycobacterium_tuberculosis_h37rv	83332	Rv0991c	CCP43741	CCP43741	AL123456	CCP43741
Mycobacterium_tuberculosis_h37rv	83332	Rv0992c	CCP43742	CCP43742	AL123456	CCP43742
Mycobacterium_tuberculosis_h37rv	83332	Rv0993	CCP43743	CCP43743	AL123456	CCP43743
Mycobacterium_tuberculosis_h37rv	83332	Rv0994	CCP43744	CCP43744	AL123456	CCP43744
Mycobacterium_tuberculosis_h37rv	83332	Rv0995	CCP43745	CCP43745	AL123456	CCP43745
Mycobacterium_tuberculosis_h37rv	83332	Rv0996	CCP43746	CCP43746	AL123456	CCP43746
Mycobacterium_tuberculosis_h37rv	83332	Rv0997	CCP43747	CCP43747	AL123456	CCP43747
Mycobacterium_tuberculosis_h37rv	83332	Rv0998	CCP43748	CCP43748	AL123456	CCP43748
Mycobacterium_tuberculosis_h37rv	83332	Rv0999	CCP43749	CCP43749	AL123456	CCP43749
Mycobacterium_tuberculosis_h37rv	83332	Rv1000c	CCP43750	CCP43750	AL123456	CCP43750
Mycobacterium_tuberculosis_h37rv	83332	Rv1001	CCP43751	CCP43751	AL123456	CCP43751
Mycobacterium_tuberculosis_h37rv	83332	Rv1002c	CCP43752	CCP43752	AL123456	CCP43752
Mycobacterium_tuberculosis_h37rv	83332	Rv1003	CCP43753	CCP43753	AL123456	CCP43753
Mycobacterium_tuberculosis_h37rv	83332	Rv1004c	CCP43754	CCP43754	AL123456	CCP43754
Mycobacterium_tuberculosis_h37rv	83332	Rv1005c	CCP43755	CCP43755	AL123456	CCP43755
Mycobacterium_tuberculosis_h37rv	83332	Rv1006	CCP43756	CCP43756	AL123456	CCP43756
Mycobacterium_tuberculosis_h37rv	83332	Rv1007c	CCP43757	CCP43757	AL123456	CCP43757
Mycobacterium_tuberculosis_h37rv	83332	Rv1008	CCP43758	CCP43758	AL123456	CCP43758
Mycobacterium_tuberculosis_h37rv	83332	Rv1009	CCP43759	CCP43759	AL123456	CCP43759
Mycobacterium_tuberculosis_h37rv	83332	Rv1010	CCP43760	CCP43760	AL123456	CCP43760
Mycobacterium_tuberculosis_h37rv	83332	Rv1011	CCP43761	CCP43761	AL123456	CCP43761
Mycobacterium_tuberculosis_h37rv	83332	Rv1012	CCP43762	CCP43762	AL123456	CCP43762
Mycobacterium_tuberculosis_h37rv	83332	Rv1013	CCP43763	CCP43763	AL123456	CCP43763
Mycobacterium_tuberculosis_h37rv	83332	Rv1014c	CCP43764	CCP43764	AL123456	CCP43764
Mycobacterium_tuberculosis_h37rv	83332	Rv1015c	CCP43765	CCP43765	AL123456	CCP43765
Mycobacterium_tuberculosis_h37rv	83332	Rv1016c	CCP43766	CCP43766	AL123456	CCP43766
Mycobacterium_tuberculosis_h37rv	83332	Rv1017c	CCP43767	CCP43767	AL123456	CCP43767
Mycobacterium_tuberculosis_h37rv	83332	Rv1018c	CCP43768	CCP43768	AL123456	CCP43768
Mycobacterium_tuberculosis_h37rv	83332	Rv1019	CCP43769	CCP43769	AL123456	CCP43769
Mycobacterium_tuberculosis_h37rv	83332	Rv1020	CCP43770	CCP43770	AL123456	CCP43770
Mycobacterium_tuberculosis_h37rv	83332	Rv1021	CCP43771	CCP43771	AL123456	CCP43771
Mycobacterium_tuberculosis_h37rv	83332	Rv1022	CCP43772	CCP43772	AL123456	CCP43772
Mycobacterium_tuberculosis_h37rv	83332	Rv1023	CCP43773	CCP43773	AL123456	CCP43773
Mycobacterium_tuberculosis_h37rv	83332	Rv1024	CCP43774	CCP43774	AL123456	CCP43774
Mycobacterium_tuberculosis_h37rv	83332	Rv1025	CCP43775	CCP43775	AL123456	CCP43775
Mycobacterium_tuberculosis_h37rv	83332	Rv1026	CCP43776	CCP43776	AL123456	CCP43776
Mycobacterium_tuberculosis_h37rv	83332	Rv1027c	CCP43777	CCP43777	AL123456	CCP43777
Mycobacterium_tuberculosis_h37rv	83332	Rv1028A	CCP43779	CCP43779	AL123456	CCP43779
Mycobacterium_tuberculosis_h37rv	83332	Rv1028c	CCP43778	CCP43778	AL123456	CCP43778
Mycobacterium_tuberculosis_h37rv	83332	Rv1029	CCP43780	CCP43780	AL123456	CCP43780
Mycobacterium_tuberculosis_h37rv	83332	Rv1030	CCP43781	CCP43781	AL123456	CCP43781
Mycobacterium_tuberculosis_h37rv	83332	Rv1031	CCP43782	CCP43782	AL123456	CCP43782
Mycobacterium_tuberculosis_h37rv	83332	Rv1032c	CCP43783	CCP43783	AL123456	CCP43783
Mycobacterium_tuberculosis_h37rv	83332	Rv1033c	CCP43784	CCP43784	AL123456	CCP43784
Mycobacterium_tuberculosis_h37rv	83332	Rv1034c	CCP43785	CCP43785	AL123456	CCP43785
Mycobacterium_tuberculosis_h37rv	83332	Rv1035c	CCP43786	CCP43786	AL123456	CCP43786
Mycobacterium_tuberculosis_h37rv	83332	Rv1036c	CCP43787	CCP43787	AL123456	CCP43787
Mycobacterium_tuberculosis_h37rv	83332	Rv1037c	CCP43788	CCP43788	AL123456	CCP43788
Mycobacterium_tuberculosis_h37rv	83332	Rv1038c	CCP43789	CCP43789	AL123456	CCP43789
Mycobacterium_tuberculosis_h37rv	83332	Rv1039c	CCP43790	CCP43790	AL123456	CCP43790
Mycobacterium_tuberculosis_h37rv	83332	Rv1040c	CCP43791	CCP43791	AL123456	CCP43791
Mycobacterium_tuberculosis_h37rv	83332	Rv1041c	CCP43792	CCP43792	AL123456	CCP43792
Mycobacterium_tuberculosis_h37rv	83332	Rv1042c	CCP43793	CCP43793	AL123456	CCP43793
Mycobacterium_tuberculosis_h37rv	83332	Rv1043c	CCP43794	CCP43794	AL123456	CCP43794
Mycobacterium_tuberculosis_h37rv	83332	Rv1044	CCP43795	CCP43795	AL123456	CCP43795
Mycobacterium_tuberculosis_h37rv	83332	Rv1045	CCP43796	CCP43796	AL123456	CCP43796
Mycobacterium_tuberculosis_h37rv	83332	Rv1046c	CCP43797	CCP43797	AL123456	CCP43797
Mycobacterium_tuberculosis_h37rv	83332	Rv1047	CCP43798	CCP43798	AL123456	CCP43798
Mycobacterium_tuberculosis_h37rv	83332	Rv1048c	CCP43799	CCP43799	AL123456	CCP43799
Mycobacterium_tuberculosis_h37rv	83332	Rv1049	CCP43800	CCP43800	AL123456	CCP43800
Mycobacterium_tuberculosis_h37rv	83332	Rv1050	CCP43801	CCP43801	AL123456	CCP43801
Mycobacterium_tuberculosis_h37rv	83332	Rv1051c	CCP43802	CCP43802	AL123456	CCP43802
Mycobacterium_tuberculosis_h37rv	83332	Rv1052	CCP43803	CCP43803	AL123456	CCP43803
Mycobacterium_tuberculosis_h37rv	83332	Rv1053c	CCP43804	CCP43804	AL123456	CCP43804
Mycobacterium_tuberculosis_h37rv	83332	Rv1054	CCP43805	CCP43805	AL123456	CCP43805
Mycobacterium_tuberculosis_h37rv	83332	Rv1055	CCP43806	CCP43806	AL123456	CCP43806
Mycobacterium_tuberculosis_h37rv	83332	Rv1056	CCP43807	CCP43807	AL123456	CCP43807
Mycobacterium_tuberculosis_h37rv	83332	Rv1057	CCP43808	CCP43808	AL123456	CCP43808
Mycobacterium_tuberculosis_h37rv	83332	Rv1058	CCP43809	CCP43809	AL123456	CCP43809
Mycobacterium_tuberculosis_h37rv	83332	Rv1059	CCP43810	CCP43810	AL123456	CCP43810
